make,model,release_date,transmission_type,size,style,price,isDeleted
Chevrolet,Colorado,2012,AUTOMATIC,Compact,Extended Cab Pickup,22955,FALSE
Chevrolet,Colorado,2012,MANUAL,Compact,Extended Cab Pickup,19730,FALSE
Chevrolet,Colorado,2012,AUTOMATIC,Compact,Regular Cab Pickup,24440,FALSE
Chevrolet,Colorado,2012,MANUAL,Compact,Regular Cab Pickup,17475,FALSE
Chevrolet,Colorado,2012,AUTOMATIC,Compact,Crew Cab Pickup,24285,FALSE
Chevrolet,Colorado,2012,AUTOMATIC,Compact,Extended Cab Pickup,26620,FALSE
Chevrolet,Colorado,2012,AUTOMATIC,Compact,Regular Cab Pickup,20370,FALSE
Chevrolet,Colorado,2012,AUTOMATIC,Compact,Extended Cab Pickup,27010,FALSE
Chevrolet,Colorado,2012,AUTOMATIC,Compact,Crew Cab Pickup,28460,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Extended Cab Pickup,29220,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Crew Cab Pickup,29550,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Crew Cab Pickup,25850,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Crew Cab Pickup,28630,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Crew Cab Pickup,27110,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Crew Cab Pickup,24330,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Extended Cab Pickup,26885,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Crew Cab Pickup,30005,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Crew Cab Pickup,34415,FALSE
Chevrolet,Colorado,2015,MANUAL,Compact,Extended Cab Pickup,21775,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Crew Cab Pickup,32085,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Crew Cab Pickup,30785,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Crew Cab Pickup,32385,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Crew Cab Pickup,34115,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Extended Cab Pickup,25170,FALSE
Chevrolet,Colorado,2015,MANUAL,Compact,Extended Cab Pickup,20120,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Extended Cab Pickup,27630,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Crew Cab Pickup,29705,FALSE
Chevrolet,Colorado,2015,AUTOMATIC,Compact,Extended Cab Pickup,31555,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Crew Cab Pickup,30665,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Crew Cab Pickup,32895,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Crew Cab Pickup,35000,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Crew Cab Pickup,30365,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Extended Cab Pickup,28515,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Crew Cab Pickup,33195,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Extended Cab Pickup,30030,FALSE
Chevrolet,Colorado,2016,MANUAL,Compact,Extended Cab Pickup,20100,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Extended Cab Pickup,32440,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Crew Cab Pickup,31670,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Crew Cab Pickup,26510,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Crew Cab Pickup,30435,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Extended Cab Pickup,27545,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Crew Cab Pickup,24990,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Crew Cab Pickup,35300,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Crew Cab Pickup,27920,FALSE
Chevrolet,Colorado,2016,MANUAL,Compact,Extended Cab Pickup,22435,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Extended Cab Pickup,25980,FALSE
Chevrolet,Colorado,2016,AUTOMATIC,Compact,Crew Cab Pickup,29440,FALSE
Dodge,Colt,1992,MANUAL,Compact,2dr Hatchback,2000,FALSE
Dodge,Colt,1992,MANUAL,Compact,2dr Hatchback,2000,FALSE
Dodge,Colt,1993,MANUAL,Compact,Coupe,2000,FALSE
Dodge,Colt,1993,MANUAL,Compact,Sedan,2000,FALSE
Dodge,Colt,1993,MANUAL,Compact,Coupe,2000,FALSE
Dodge,Colt,1993,MANUAL,Compact,Sedan,2000,FALSE
Dodge,Colt,1994,MANUAL,Compact,Sedan,2000,FALSE
Dodge,Colt,1994,MANUAL,Compact,Coupe,2000,FALSE
Dodge,Colt,1994,MANUAL,Compact,Sedan,2000,FALSE
Dodge,Colt,1994,MANUAL,Compact,Coupe,2000,FALSE
Plymouth,Colt,1992,MANUAL,Compact,Wagon,2000,FALSE
Plymouth,Colt,1992,MANUAL,Compact,2dr Hatchback,2000,FALSE
Plymouth,Colt,1992,MANUAL,Compact,2dr Hatchback,2000,FALSE
Plymouth,Colt,1992,MANUAL,Compact,Wagon,2000,FALSE
Plymouth,Colt,1992,MANUAL,Compact,Wagon,2000,FALSE
Plymouth,Colt,1993,MANUAL,Compact,Coupe,2000,FALSE
Plymouth,Colt,1993,MANUAL,Compact,Coupe,2000,FALSE
Plymouth,Colt,1993,MANUAL,Compact,Wagon,2000,FALSE
Plymouth,Colt,1993,MANUAL,Compact,Sedan,2000,FALSE
Plymouth,Colt,1993,MANUAL,Compact,Sedan,2000,FALSE
Plymouth,Colt,1993,MANUAL,Compact,Wagon,2000,FALSE
Plymouth,Colt,1993,MANUAL,Compact,Wagon,2000,FALSE
Plymouth,Colt,1994,MANUAL,Compact,Wagon,2000,FALSE
Plymouth,Colt,1994,MANUAL,Compact,Wagon,2000,FALSE
Plymouth,Colt,1994,MANUAL,Compact,Wagon,2000,FALSE
Plymouth,Colt,1994,MANUAL,Compact,Coupe,2000,FALSE
Plymouth,Colt,1994,MANUAL,Compact,Coupe,2000,FALSE
Plymouth,Colt,1994,MANUAL,Compact,Sedan,2000,FALSE
Plymouth,Colt,1994,MANUAL,Compact,Sedan,2000,FALSE
Chrysler,Concorde,2002,AUTOMATIC,Large,Sedan,25520,FALSE
Chrysler,Concorde,2002,AUTOMATIC,Large,Sedan,22790,FALSE
Chrysler,Concorde,2002,AUTOMATIC,Large,Sedan,28415,FALSE
Chrysler,Concorde,2003,AUTOMATIC,Large,Sedan,23180,FALSE
Chrysler,Concorde,2003,AUTOMATIC,Large,Sedan,25910,FALSE
Chrysler,Concorde,2003,AUTOMATIC,Large,Sedan,28805,FALSE
Chrysler,Concorde,2004,AUTOMATIC,Large,Sedan,23480,FALSE
Chrysler,Concorde,2004,AUTOMATIC,Large,Sedan,26210,FALSE
Chrysler,Concorde,2004,AUTOMATIC,Large,Sedan,29105,FALSE
Bentley,Continental Flying Spur Speed,2011,AUTOMATIC,Large,Sedan,206600,FALSE
Bentley,Continental Flying Spur Speed,2012,AUTOMATIC,Large,Sedan,209600,FALSE
Bentley,Continental Flying Spur Speed,2013,AUTOMATIC,Large,Sedan,209600,FALSE
Bentley,Continental Flying Spur,2011,AUTOMATIC,Large,Sedan,181200,FALSE
Bentley,Continental Flying Spur,2012,AUTOMATIC,Large,Sedan,184200,FALSE
Bentley,Continental Flying Spur,2013,AUTOMATIC,Large,Sedan,184200,FALSE
Bentley,Continental GT Speed Convertible,2014,AUTOMATIC,Midsize,Convertible,238700,FALSE
Bentley,Continental GT Speed,2010,AUTOMATIC,Midsize,Coupe,207700,FALSE
Bentley,Continental GT Speed,2014,AUTOMATIC,Midsize,Coupe,217000,FALSE
Bentley,Continental GT3-R,2015,AUTOMATIC,Midsize,Coupe,337000,FALSE
Bentley,Continental GT,2014,AUTOMATIC,Midsize,Coupe,177500,FALSE
Bentley,Continental GT,2014,AUTOMATIC,Midsize,Coupe,196500,FALSE
Bentley,Continental GT,2014,AUTOMATIC,Midsize,Coupe,198600,FALSE
Bentley,Continental GT,2015,AUTOMATIC,Midsize,Convertible,250100,FALSE
Bentley,Continental GT,2015,AUTOMATIC,Midsize,Coupe,227600,FALSE
Bentley,Continental GT,2015,AUTOMATIC,Midsize,Coupe,203500,FALSE
Bentley,Continental GT,2015,AUTOMATIC,Midsize,Convertible,219400,FALSE
Bentley,Continental GT,2015,AUTOMATIC,Midsize,Convertible,206300,FALSE
Bentley,Continental GT,2015,AUTOMATIC,Midsize,Coupe,187900,FALSE
Bentley,Continental GT,2015,AUTOMATIC,Midsize,Convertible,223600,FALSE
Bentley,Continental GT,2015,AUTOMATIC,Midsize,Coupe,199700,FALSE
Bentley,Continental GT,2016,AUTOMATIC,Midsize,Convertible,231800,FALSE
Bentley,Continental GT,2016,AUTOMATIC,Midsize,Coupe,198500,FALSE
Bentley,Continental GT,2016,AUTOMATIC,Midsize,Convertible,218400,FALSE
Bentley,Continental GT,2016,AUTOMATIC,Midsize,Coupe,239400,FALSE
Bentley,Continental GT,2016,AUTOMATIC,Midsize,Convertible,236100,FALSE
Bentley,Continental GT,2016,AUTOMATIC,Midsize,Coupe,214600,FALSE
Bentley,Continental GT,2016,AUTOMATIC,Midsize,Coupe,210700,FALSE
Bentley,Continental GT,2016,AUTOMATIC,Midsize,Convertible,263400,FALSE
Bentley,Continental GTC Speed,2010,AUTOMATIC,Midsize,Convertible,231400,FALSE
Bentley,Continental GTC Speed,2011,AUTOMATIC,Midsize,Convertible,236100,FALSE
Bentley,Continental GTC,2012,AUTOMATIC,Midsize,Convertible,212800,FALSE
Bentley,Continental GTC,2013,AUTOMATIC,Midsize,Convertible,212800,FALSE
Bentley,Continental GTC,2013,AUTOMATIC,Midsize,Convertible,191400,FALSE
Bentley,Continental GTC,2014,AUTOMATIC,Midsize,Convertible,195200,FALSE
Bentley,Continental GTC,2014,AUTOMATIC,Midsize,Convertible,218500,FALSE
Bentley,Continental GTC,2014,AUTOMATIC,Midsize,Convertible,216200,FALSE
Bentley,Continental Supersports Convertible,2011,AUTOMATIC,Midsize,Convertible,280400,FALSE
Bentley,Continental Supersports Convertible,2012,AUTOMATIC,Midsize,Convertible,280400,FALSE
Bentley,Continental Supersports,2010,AUTOMATIC,Midsize,Coupe,267000,FALSE
Bentley,Continental Supersports,2011,AUTOMATIC,Midsize,Coupe,267000,FALSE
Bentley,Continental Supersports,2012,AUTOMATIC,Midsize,Coupe,267000,FALSE
Bentley,Continental,2001,AUTOMATIC,Large,Coupe,299900,FALSE
Bentley,Continental,2001,AUTOMATIC,Large,Coupe,279900,FALSE
Bentley,Continental,2001,AUTOMATIC,Large,Coupe,309900,FALSE
Bentley,Continental,2001,AUTOMATIC,Large,Coupe,319900,FALSE
Bentley,Continental,2003,AUTOMATIC,Large,Coupe,328990,FALSE
Bentley,Continental,2003,AUTOMATIC,Large,Coupe,318990,FALSE
Lincoln,Continental,2001,AUTOMATIC,Large,Sedan,39660,FALSE
Lincoln,Continental,2002,AUTOMATIC,Large,Sedan,39895,FALSE
Lincoln,Continental,2002,AUTOMATIC,Large,Sedan,38185,FALSE
Lincoln,Continental,2002,AUTOMATIC,Large,Sedan,38790,FALSE
Lincoln,Continental,2002,AUTOMATIC,Large,Sedan,39775,FALSE
Lincoln,Continental,2017,AUTOMATIC,Large,Sedan,44560,FALSE
Lincoln,Continental,2017,AUTOMATIC,Large,Sedan,46560,FALSE
Lincoln,Continental,2017,AUTOMATIC,Large,Sedan,49515,FALSE
Lincoln,Continental,2017,AUTOMATIC,Large,Sedan,55915,FALSE
Lincoln,Continental,2017,AUTOMATIC,Large,Sedan,62915,FALSE
Lincoln,Continental,2017,AUTOMATIC,Large,Sedan,53915,FALSE
Lincoln,Continental,2017,AUTOMATIC,Large,Sedan,64915,FALSE
Lincoln,Continental,2017,AUTOMATIC,Large,Sedan,47515,FALSE
Ford,Contour SVT,1998,MANUAL,Midsize,Sedan,2655,FALSE
Ford,Contour SVT,1999,MANUAL,Midsize,Sedan,2702,FALSE
Ford,Contour SVT,2000,MANUAL,Midsize,Sedan,2937,FALSE
Ford,Contour,1998,MANUAL,Midsize,Sedan,2000,FALSE
Ford,Contour,1998,MANUAL,Midsize,Sedan,2000,FALSE
Ford,Contour,1998,MANUAL,Midsize,Sedan,2000,FALSE
Ford,Contour,1998,MANUAL,Midsize,Sedan,2000,FALSE
Ford,Contour,1999,MANUAL,Midsize,Sedan,2000,FALSE
Ford,Contour,1999,MANUAL,Midsize,Sedan,2000,FALSE
Ford,Contour,2000,MANUAL,Midsize,Sedan,2000,FALSE
Ford,Contour,2000,MANUAL,Midsize,Sedan,2079,FALSE
Rolls-Royce,Corniche,2001,AUTOMATIC,Large,Convertible,359990,FALSE
Toyota,Corolla iM,2017,MANUAL,Compact,4dr Hatchback,18750,FALSE
Toyota,Corolla iM,2017,AUTOMATIC,Compact,4dr Hatchback,19490,FALSE
Toyota,Corolla,2015,AUTOMATIC,Compact,Sedan,18965,FALSE
Toyota,Corolla,2015,AUTOMATIC,Compact,Sedan,18965,FALSE
Toyota,Corolla,2015,AUTOMATIC,Compact,Sedan,19665,FALSE
Toyota,Corolla,2015,AUTOMATIC,Compact,Sedan,19895,FALSE
Toyota,Corolla,2015,AUTOMATIC,Compact,Sedan,17550,FALSE
Toyota,Corolla,2015,MANUAL,Compact,Sedan,16950,FALSE
Toyota,Corolla,2015,MANUAL,Compact,Sedan,21495,FALSE
Toyota,Corolla,2015,AUTOMATIC,Compact,Sedan,22025,FALSE
Toyota,Corolla,2015,AUTOMATIC,Compact,Sedan,22955,FALSE
Toyota,Corolla,2015,AUTOMATIC,Compact,Sedan,19195,FALSE
Toyota,Corolla,2015,AUTOMATIC,Compact,Sedan,22725,FALSE
Toyota,Corolla,2015,AUTOMATIC,Compact,Sedan,18565,FALSE
Toyota,Corolla,2016,AUTOMATIC,Compact,Sedan,19135,FALSE
Toyota,Corolla,2016,AUTOMATIC,Compact,Sedan,19135,FALSE
Toyota,Corolla,2016,AUTOMATIC,Compact,Sedan,20065,FALSE
Toyota,Corolla,2016,MANUAL,Compact,Sedan,17300,FALSE
Toyota,Corolla,2016,AUTOMATIC,Compact,Sedan,23125,FALSE
Toyota,Corolla,2016,MANUAL,Compact,Sedan,21665,FALSE
Toyota,Corolla,2016,AUTOMATIC,Compact,Sedan,22195,FALSE
Toyota,Corolla,2016,AUTOMATIC,Compact,Sedan,19835,FALSE
Toyota,Corolla,2016,AUTOMATIC,Compact,Sedan,20635,FALSE
Toyota,Corolla,2016,AUTOMATIC,Compact,Sedan,22895,FALSE
Toyota,Corolla,2016,AUTOMATIC,Compact,Sedan,17900,FALSE
Toyota,Corolla,2016,AUTOMATIC,Compact,Sedan,18735,FALSE
Toyota,Corolla,2016,AUTOMATIC,Compact,Sedan,19365,FALSE
Toyota,Corolla,2017,AUTOMATIC,Compact,Sedan,22680,FALSE
Toyota,Corolla,2017,AUTOMATIC,Compact,Sedan,21300,FALSE
Toyota,Corolla,2017,AUTOMATIC,Compact,Sedan,18500,FALSE
Toyota,Corolla,2017,MANUAL,Compact,Sedan,21665,FALSE
Toyota,Corolla,2017,AUTOMATIC,Compact,Sedan,19335,FALSE
Toyota,Corolla,2017,AUTOMATIC,Compact,Sedan,21900,FALSE
Toyota,Corolla,2017,AUTOMATIC,Compact,Sedan,21825,FALSE
Toyota,Corolla,2017,AUTOMATIC,Compact,Sedan,18935,FALSE
Toyota,Corolla,2017,AUTOMATIC,Compact,Sedan,20445,FALSE
Volkswagen,Corrado,1992,MANUAL,Compact,2dr Hatchback,2000,FALSE
Volkswagen,Corrado,1992,MANUAL,Compact,2dr Hatchback,2000,FALSE
Volkswagen,Corrado,1993,MANUAL,Compact,2dr Hatchback,2000,FALSE
Volkswagen,Corrado,1994,MANUAL,Compact,2dr Hatchback,2000,FALSE
Chevrolet,Corsica,1994,AUTOMATIC,Compact,Sedan,2000,FALSE
Chevrolet,Corsica,1996,AUTOMATIC,Compact,Sedan,2000,FALSE
Chevrolet,Corvette Stingray,2014,MANUAL,Compact,Coupe,53000,FALSE
Chevrolet,Corvette Stingray,2014,MANUAL,Compact,Coupe,57000,FALSE
Chevrolet,Corvette Stingray,2014,MANUAL,Compact,Convertible,62000,FALSE
Chevrolet,Corvette Stingray,2014,MANUAL,Compact,Convertible,58000,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Convertible,68160,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Coupe,64160,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Convertible,83000,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Convertible,63160,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Convertible,64000,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Coupe,55000,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Coupe,87650,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Convertible,73450,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Coupe,64450,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Coupe,69450,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Coupe,60000,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Convertible,59000,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Coupe,82270,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Convertible,86270,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Convertible,91650,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Coupe,79000,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Convertible,68450,FALSE
Chevrolet,Corvette,2015,MANUAL,Compact,Coupe,59160,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Coupe,88345,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Coupe,79400,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Coupe,70145,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Coupe,65145,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Convertible,83400,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Coupe,82965,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Convertible,68855,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Coupe,59855,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Convertible,64400,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Convertible,74145,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Convertible,63855,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Convertible,86965,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Convertible,59400,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Convertible,92345,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Coupe,60400,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Coupe,64855,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Convertible,69145,FALSE
Chevrolet,Corvette,2016,MANUAL,Compact,Coupe,55400,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Convertible,87015,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Coupe,59905,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Convertible,74195,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Coupe,65195,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Coupe,88395,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Convertible,59450,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Coupe,55450,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Coupe,70195,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Convertible,68905,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Coupe,65450,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Coupe,79450,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Coupe,69905,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Convertible,69195,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Convertible,63905,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Convertible,69450,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Coupe,60450,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Convertible,79195,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Convertible,92395,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Convertible,83450,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Coupe,83015,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Convertible,73905,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Convertible,64450,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Coupe,64905,FALSE
Chevrolet,Corvette,2017,MANUAL,Compact,Coupe,75195,FALSE
Audi,Coupe,1990,MANUAL,Compact,2dr Hatchback,2000,FALSE
Audi,Coupe,1991,MANUAL,Compact,2dr Hatchback,2000,FALSE
Maserati,Coupe,2004,MANUAL,Compact,Coupe,81013,FALSE
Maserati,Coupe,2004,AUTOMATED_MANUAL,Compact,Coupe,85174,FALSE
Maserati,Coupe,2005,AUTOMATED_MANUAL,Compact,Coupe,86877,FALSE
Maserati,Coupe,2005,MANUAL,Compact,Coupe,82633,FALSE
Maserati,Coupe,2006,AUTOMATED_MANUAL,Compact,Coupe,87577,FALSE
Maserati,Coupe,2006,MANUAL,Compact,Coupe,79900,FALSE
Volvo,Coupe,1991,AUTOMATIC,Midsize,Coupe,2000,FALSE
Honda,CR-V,2014,AUTOMATIC,Compact,4dr SUV,26470,FALSE
Honda,CR-V,2014,AUTOMATIC,Compact,4dr SUV,23120,FALSE
Honda,CR-V,2014,AUTOMATIC,Compact,4dr SUV,30620,FALSE
Honda,CR-V,2014,AUTOMATIC,Compact,4dr SUV,29370,FALSE
Honda,CR-V,2014,AUTOMATIC,Compact,4dr SUV,24370,FALSE
Honda,CR-V,2014,AUTOMATIC,Compact,4dr SUV,29120,FALSE
Honda,CR-V,2014,AUTOMATIC,Compact,4dr SUV,29820,FALSE
Honda,CR-V,2014,AUTOMATIC,Compact,4dr SUV,28570,FALSE
Honda,CR-V,2014,AUTOMATIC,Compact,4dr SUV,25220,FALSE
Honda,CR-V,2014,AUTOMATIC,Compact,4dr SUV,27870,FALSE
Honda,CR-V,2015,AUTOMATIC,Compact,4dr SUV,32895,FALSE
Honda,CR-V,2015,AUTOMATIC,Compact,4dr SUV,23445,FALSE
Honda,CR-V,2015,AUTOMATIC,Compact,4dr SUV,30895,FALSE
Honda,CR-V,2015,AUTOMATIC,Compact,4dr SUV,25545,FALSE
Honda,CR-V,2015,AUTOMATIC,Compact,4dr SUV,29395,FALSE
Honda,CR-V,2015,AUTOMATIC,Compact,4dr SUV,24695,FALSE
Honda,CR-V,2015,AUTOMATIC,Compact,4dr SUV,26795,FALSE
Honda,CR-V,2015,AUTOMATIC,Compact,4dr SUV,28145,FALSE
Honda,CR-V,2015,AUTOMATIC,Compact,4dr SUV,31645,FALSE
Honda,CR-V,2015,AUTOMATIC,Compact,4dr SUV,29645,FALSE
Honda,CR-V,2016,AUTOMATIC,Compact,4dr SUV,27295,FALSE
Honda,CR-V,2016,AUTOMATIC,Compact,4dr SUV,31245,FALSE
Honda,CR-V,2016,AUTOMATIC,Compact,4dr SUV,32095,FALSE
Honda,CR-V,2016,AUTOMATIC,Compact,4dr SUV,25845,FALSE
Honda,CR-V,2016,AUTOMATIC,Compact,4dr SUV,28445,FALSE
Honda,CR-V,2016,AUTOMATIC,Compact,4dr SUV,29945,FALSE
Honda,CR-V,2016,AUTOMATIC,Compact,4dr SUV,25045,FALSE
Honda,CR-V,2016,AUTOMATIC,Compact,4dr SUV,24545,FALSE
Honda,CR-V,2016,AUTOMATIC,Compact,4dr SUV,25995,FALSE
Honda,CR-V,2016,AUTOMATIC,Compact,4dr SUV,33395,FALSE
Honda,CR-V,2016,AUTOMATIC,Compact,4dr SUV,23745,FALSE
Honda,CR-V,2016,AUTOMATIC,Compact,4dr SUV,29745,FALSE
Honda,CR-Z,2014,AUTOMATIC,Compact,2dr Hatchback,20645,FALSE
Honda,CR-Z,2014,MANUAL,Compact,2dr Hatchback,19995,FALSE
Honda,CR-Z,2014,MANUAL,Compact,2dr Hatchback,23340,FALSE
Honda,CR-Z,2014,MANUAL,Compact,2dr Hatchback,21840,FALSE
Honda,CR-Z,2014,AUTOMATIC,Compact,2dr Hatchback,22490,FALSE
Honda,CR-Z,2014,AUTOMATIC,Compact,2dr Hatchback,23990,FALSE
Honda,CR-Z,2015,MANUAL,Compact,2dr Hatchback,21990,FALSE
Honda,CR-Z,2015,AUTOMATIC,Compact,2dr Hatchback,24140,FALSE
Honda,CR-Z,2015,MANUAL,Compact,2dr Hatchback,23490,FALSE
Honda,CR-Z,2015,MANUAL,Compact,2dr Hatchback,20145,FALSE
Honda,CR-Z,2015,AUTOMATIC,Compact,2dr Hatchback,20795,FALSE
Honda,CR-Z,2015,AUTOMATIC,Compact,2dr Hatchback,22640,FALSE
Honda,CR-Z,2016,MANUAL,Compact,2dr Hatchback,22140,FALSE
Honda,CR-Z,2016,MANUAL,Compact,2dr Hatchback,24440,FALSE
Honda,CR-Z,2016,AUTOMATIC,Compact,2dr Hatchback,22790,FALSE
Honda,CR-Z,2016,MANUAL,Compact,2dr Hatchback,20295,FALSE
Honda,CR-Z,2016,AUTOMATIC,Compact,2dr Hatchback,25090,FALSE
Honda,CR-Z,2016,AUTOMATIC,Compact,2dr Hatchback,20945,FALSE
Toyota,Cressida,1990,AUTOMATIC,Midsize,Sedan,2000,FALSE
Toyota,Cressida,1991,AUTOMATIC,Midsize,Sedan,2000,FALSE
Toyota,Cressida,1992,AUTOMATIC,Midsize,Sedan,2000,FALSE
Chrysler,Crossfire,2006,MANUAL,Compact,Coupe,29145,FALSE
Chrysler,Crossfire,2006,MANUAL,Compact,Convertible,38545,FALSE
Chrysler,Crossfire,2006,AUTOMATIC,Compact,Convertible,49470,FALSE
Chrysler,Crossfire,2006,MANUAL,Compact,Coupe,34195,FALSE
Chrysler,Crossfire,2006,AUTOMATIC,Compact,Coupe,45170,FALSE
Chrysler,Crossfire,2006,MANUAL,Compact,Convertible,34185,FALSE
Chrysler,Crossfire,2007,MANUAL,Compact,Convertible,38955,FALSE
Chrysler,Crossfire,2007,MANUAL,Compact,Convertible,34595,FALSE
Chrysler,Crossfire,2007,MANUAL,Compact,2dr Hatchback,29510,FALSE
Chrysler,Crossfire,2007,MANUAL,Compact,2dr Hatchback,34560,FALSE
Chrysler,Crossfire,2008,MANUAL,Compact,Convertible,39130,FALSE
Chrysler,Crossfire,2008,MANUAL,Compact,2dr Hatchback,34735,FALSE
Honda,Crosstour,2013,AUTOMATIC,Midsize,4dr Hatchback,33540,FALSE
Honda,Crosstour,2013,AUTOMATIC,Midsize,4dr Hatchback,37090,FALSE
Honda,Crosstour,2013,AUTOMATIC,Midsize,4dr Hatchback,30890,FALSE
Honda,Crosstour,2013,AUTOMATIC,Midsize,4dr Hatchback,33015,FALSE
Honda,Crosstour,2013,AUTOMATIC,Midsize,4dr Hatchback,35640,FALSE
Honda,Crosstour,2013,AUTOMATIC,Midsize,4dr Hatchback,27230,FALSE
Honda,Crosstour,2013,AUTOMATIC,Midsize,4dr Hatchback,34990,FALSE
Honda,Crosstour,2013,AUTOMATIC,Midsize,4dr Hatchback,30915,FALSE
